# sequence=2100,1300,800,500,300,200,100,400,700,600,1100,1000,900,1200,1800,1600,1500,1400,1700,2000,1900,2900,2600,2400,2300,2200,2500,2800,2700,3200,3100,3000,3300
Step,StepId,key,current,parent,side,root
258,mainLoop,1000,null,null,—,2100
259,callInsert,1000,null,null,—,2100
260,createNode,1000,null,null,—,2100
261,checkEmpty,1000,null,null,—,2100
262,setCurrent,1000,2100,null,—,2100
263,setParent,1000,2100,null,—,2100
264,whileLoop,1000,2100,null,—,2100
265,parentAssign,1000,2100,2100,—,2100
266,checkLess,1000,2100,2100,left,2100
267,goLeft,1000,1300,2100,left,2100
268,whileLoop,1000,1300,2100,left,2100
269,parentAssign,1000,1300,1300,left,2100
270,checkLess,1000,1300,1300,left,2100
271,goLeft,1000,800,1300,left,2100
272,whileLoop,1000,800,1300,left,2100
273,parentAssign,1000,800,800,left,2100
274,checkLess,1000,800,800,right,2100
275,goRight,1000,1100,800,right,2100
276,whileLoop,1000,1100,800,right,2100
277,parentAssign,1000,1100,1100,right,2100
278,checkLess,1000,1100,1100,left,2100
279,goLeft,1000,null,1100,left,2100
280,whileLoop,1000,null,1100,left,2100
281,attachCheck,1000,null,1100,left,2100
282,attachLeft,1000,null,1100,left,2100
283,returnRoot,1000,null,1100,left,2100
284,mainLoop,900,null,null,—,2100
285,callInsert,900,null,null,—,2100
286,createNode,900,null,null,—,2100
287,checkEmpty,900,null,null,—,2100
288,setCurrent,900,2100,null,—,2100
289,setParent,900,2100,null,—,2100
290,whileLoop,900,2100,null,—,2100
291,parentAssign,900,2100,2100,—,2100
292,checkLess,900,2100,2100,left,2100
293,goLeft,900,1300,2100,left,2100
294,whileLoop,900,1300,2100,left,2100
295,parentAssign,900,1300,1300,left,2100
296,checkLess,900,1300,1300,left,2100
297,goLeft,900,800,1300,left,2100
298,whileLoop,900,800,1300,left,2100
299,parentAssign,900,800,800,left,2100
300,checkLess,900,800,800,right,2100
301,goRight,900,1100,800,right,2100
302,whileLoop,900,1100,800,right,2100
303,parentAssign,900,1100,1100,right,2100
304,checkLess,900,1100,1100,left,2100
305,goLeft,900,1000,1100,left,2100
306,whileLoop,900,1000,1100,left,2100
307,parentAssign,900,1000,1000,left,2100
308,checkLess,900,1000,1000,left,2100
309,goLeft,900,null,1000,left,2100
310,whileLoop,900,null,1000,left,2100
311,attachCheck,900,null,1000,left,2100
312,attachLeft,900,null,1000,left,2100
313,returnRoot,900,null,1000,left,2100
314,mainLoop,1200,null,null,—,2100
315,callInsert,1200,null,null,—,2100
316,createNode,1200,null,null,—,2100
317,checkEmpty,1200,null,null,—,2100
318,setCurrent,1200,2100,null,—,2100
319,setParent,1200,2100,null,—,2100
320,whileLoop,1200,2100,null,—,2100
321,parentAssign,1200,2100,2100,—,2100
322,checkLess,1200,2100,2100,left,2100
323,goLeft,1200,1300,2100,left,2100
324,whileLoop,1200,1300,2100,left,2100
325,parentAssign,1200,1300,1300,left,2100
326,checkLess,1200,1300,1300,left,2100
327,goLeft,1200,800,1300,left,2100
328,whileLoop,1200,800,1300,left,2100
329,parentAssign,1200,800,800,left,2100
330,checkLess,1200,800,800,right,2100
331,goRight,1200,1100,800,right,2100
332,whileLoop,1200,1100,800,right,2100
333,parentAssign,1200,1100,1100,right,2100
334,checkLess,1200,1100,1100,right,2100
335,goRight,1200,null,1100,right,2100
336,whileLoop,1200,null,1100,right,2100
337,attachCheck,1200,null,1100,right,2100
338,attachRight,1200,null,1100,right,2100
339,returnRoot,1200,null,1100,right,2100
340,mainLoop,1800,null,null,—,2100
341,callInsert,1800,null,null,—,2100
342,createNode,1800,null,null,—,2100
343,checkEmpty,1800,null,null,—,2100
344,setCurrent,1800,2100,null,—,2100
345,setParent,1800,2100,null,—,2100
346,whileLoop,1800,2100,null,—,2100
347,parentAssign,1800,2100,2100,—,2100
348,checkLess,1800,2100,2100,left,2100
349,goLeft,1800,1300,2100,left,2100
350,whileLoop,1800,1300,2100,left,2100
351,parentAssign,1800,1300,1300,left,2100
352,checkLess,1800,1300,1300,right,2100
353,goRight,1800,null,1300,right,2100
354,whileLoop,1800,null,1300,right,2100
355,attachCheck,1800,null,1300,right,2100
356,attachRight,1800,null,1300,right,2100
357,returnRoot,1800,null,1300,right,2100
358,mainLoop,1600,null,null,—,2100
359,callInsert,1600,null,null,—,2100
360,createNode,1600,null,null,—,2100
361,checkEmpty,1600,null,null,—,2100
362,setCurrent,1600,2100,null,—,2100
363,setParent,1600,2100,null,—,2100
364,whileLoop,1600,2100,null,—,2100
365,parentAssign,1600,2100,2100,—,2100
366,checkLess,1600,2100,2100,left,2100
367,goLeft,1600,1300,2100,left,2100
368,whileLoop,1600,1300,2100,left,2100
369,parentAssign,1600,1300,1300,left,2100
370,checkLess,1600,1300,1300,right,2100
371,goRight,1600,1800,1300,right,2100
372,whileLoop,1600,1800,1300,right,2100
373,parentAssign,1600,1800,1800,right,2100
374,checkLess,1600,1800,1800,left,2100
375,goLeft,1600,null,1800,left,2100
376,whileLoop,1600,null,1800,left,2100
377,attachCheck,1600,null,1800,left,2100
378,attachLeft,1600,null,1800,left,2100
379,returnRoot,1600,null,1800,left,2100
380,mainLoop,1500,null,null,—,2100
381,callInsert,1500,null,null,—,2100
382,createNode,1500,null,null,—,2100
383,checkEmpty,1500,null,null,—,2100
384,setCurrent,1500,2100,null,—,2100
385,setParent,1500,2100,null,—,2100
386,whileLoop,1500,2100,null,—,2100
387,parentAssign,1500,2100,2100,—,2100
388,checkLess,1500,2100,2100,left,2100
389,goLeft,1500,1300,2100,left,2100
390,whileLoop,1500,1300,2100,left,2100
391,parentAssign,1500,1300,1300,left,2100
392,checkLess,1500,1300,1300,right,2100
393,goRight,1500,1800,1300,right,2100
394,whileLoop,1500,1800,1300,right,2100
395,parentAssign,1500,1800,1800,right,2100
396,checkLess,1500,1800,1800,left,2100
397,goLeft,1500,1600,1800,left,2100
398,whileLoop,1500,1600,1800,left,2100
399,parentAssign,1500,1600,1600,left,2100
400,checkLess,1500,1600,1600,left,2100
401,goLeft,1500,null,1600,left,2100
402,whileLoop,1500,null,1600,left,2100
403,attachCheck,1500,null,1600,left,2100
404,attachLeft,1500,null,1600,left,2100
405,returnRoot,1500,null,1600,left,2100
406,mainLoop,1400,null,null,—,2100
407,callInsert,1400,null,null,—,2100
408,createNode,1400,null,null,—,2100
409,checkEmpty,1400,null,null,—,2100
410,setCurrent,1400,2100,null,—,2100
411,setParent,1400,2100,null,—,2100
412,whileLoop,1400,2100,null,—,2100
413,parentAssign,1400,2100,2100,—,2100
414,checkLess,1400,2100,2100,left,2100
415,goLeft,1400,1300,2100,left,2100
416,whileLoop,1400,1300,2100,left,2100
417,parentAssign,1400,1300,1300,left,2100
418,checkLess,1400,1300,1300,right,2100
419,goRight,1400,1800,1300,right,2100
420,whileLoop,1400,1800,1300,right,2100
421,parentAssign,1400,1800,1800,right,2100
422,checkLess,1400,1800,1800,left,2100
423,goLeft,1400,1600,1800,left,2100
424,whileLoop,1400,1600,1800,left,2100
425,parentAssign,1400,1600,1600,left,2100
426,checkLess,1400,1600,1600,left,2100
427,goLeft,1400,1500,1600,left,2100
428,whileLoop,1400,1500,1600,left,2100
429,parentAssign,1400,1500,1500,left,2100
430,checkLess,1400,1500,1500,left,2100
431,goLeft,1400,null,1500,left,2100
432,whileLoop,1400,null,1500,left,2100
433,attachCheck,1400,null,1500,left,2100
434,attachLeft,1400,null,1500,left,2100
435,returnRoot,1400,null,1500,left,2100
436,mainLoop,1700,null,null,—,2100
437,callInsert,1700,null,null,—,2100
438,createNode,1700,null,null,—,2100
439,checkEmpty,1700,null,null,—,2100
440,setCurrent,1700,2100,null,—,2100
441,setParent,1700,2100,null,—,2100
442,whileLoop,1700,2100,null,—,2100
443,parentAssign,1700,2100,2100,—,2100
444,checkLess,1700,2100,2100,left,2100
445,goLeft,1700,1300,2100,left,2100
446,whileLoop,1700,1300,2100,left,2100
447,parentAssign,1700,1300,1300,left,2100
448,checkLess,1700,1300,1300,right,2100
449,goRight,1700,1800,1300,right,2100
450,whileLoop,1700,1800,1300,right,2100
451,parentAssign,1700,1800,1800,right,2100
452,checkLess,1700,1800,1800,left,2100
453,goLeft,1700,1600,1800,left,2100
454,whileLoop,1700,1600,1800,left,2100
455,parentAssign,1700,1600,1600,left,2100
456,checkLess,1700,1600,1600,right,2100
457,goRight,1700,null,1600,right,2100
458,whileLoop,1700,null,1600,right,2100
459,attachCheck,1700,null,1600,right,2100
460,attachRight,1700,null,1600,right,2100
461,returnRoot,1700,null,1600,right,2100
462,mainLoop,2000,null,null,—,2100
463,callInsert,2000,null,null,—,2100
464,createNode,2000,null,null,—,2100
465,checkEmpty,2000,null,null,—,2100
466,setCurrent,2000,2100,null,—,2100
467,setParent,2000,2100,null,—,2100
468,whileLoop,2000,2100,null,—,2100
469,parentAssign,2000,2100,2100,—,2100
470,checkLess,2000,2100,2100,left,2100
471,goLeft,2000,1300,2100,left,2100
472,whileLoop,2000,1300,2100,left,2100
473,parentAssign,2000,1300,1300,left,2100
474,checkLess,2000,1300,1300,right,2100
475,goRight,2000,1800,1300,right,2100
476,whileLoop,2000,1800,1300,right,2100
477,parentAssign,2000,1800,1800,right,2100
478,checkLess,2000,1800,1800,right,2100
479,goRight,2000,null,1800,right,2100
480,whileLoop,2000,null,1800,right,2100
481,attachCheck,2000,null,1800,right,2100
482,attachRight,2000,null,1800,right,2100
483,returnRoot,2000,null,1800,right,2100
484,mainLoop,1900,null,null,—,2100
485,callInsert,1900,null,null,—,2100
486,createNode,1900,null,null,—,2100
487,checkEmpty,1900,null,null,—,2100
488,setCurrent,1900,2100,null,—,2100
489,setParent,1900,2100,null,—,2100
490,whileLoop,1900,2100,null,—,2100
491,parentAssign,1900,2100,2100,—,2100
492,checkLess,1900,2100,2100,left,2100
493,goLeft,1900,1300,2100,left,2100
494,whileLoop,1900,1300,2100,left,2100
495,parentAssign,1900,1300,1300,left,2100
496,checkLess,1900,1300,1300,right,2100
497,goRight,1900,1800,1300,right,2100
498,whileLoop,1900,1800,1300,right,2100
499,parentAssign,1900,1800,1800,right,2100
500,checkLess,1900,1800,1800,right,2100
501,goRight,1900,2000,1800,right,2100
502,whileLoop,1900,2000,1800,right,2100
503,parentAssign,1900,2000,2000,right,2100
504,checkLess,1900,2000,2000,left,2100
505,goLeft,1900,null,2000,left,2100
506,whileLoop,1900,null,2000,left,2100
507,attachCheck,1900,null,2000,left,2100
508,attachLeft,1900,null,2000,left,2100
509,returnRoot,1900,null,2000,left,2100
510,mainLoop,2900,null,null,—,2100
511,callInsert,2900,null,null,—,2100
512,createNode,2900,null,null,—,2100
513,checkEmpty,2900,null,null,—,2100
514,setCurrent,2900,2100,null,—,2100
515,setParent,2900,2100,null,—,2100
516,whileLoop,2900,2100,null,—,2100
517,parentAssign,2900,2100,2100,—,2100
518,checkLess,2900,2100,2100,right,2100
519,goRight,2900,null,2100,right,2100
520,whileLoop,2900,null,2100,right,2100
521,attachCheck,2900,null,2100,right,2100
522,attachRight,2900,null,2100,right,2100
523,returnRoot,2900,null,2100,right,2100
524,mainLoop,2600,null,null,—,2100
525,callInsert,2600,null,null,—,2100
526,createNode,2600,null,null,—,2100
527,checkEmpty,2600,null,null,—,2100
528,setCurrent,2600,2100,null,—,2100
529,setParent,2600,2100,null,—,2100
530,whileLoop,2600,2100,null,—,2100
531,parentAssign,2600,2100,2100,—,2100
532,checkLess,2600,2100,2100,right,2100
533,goRight,2600,2900,2100,right,2100
534,whileLoop,2600,2900,2100,right,2100
535,parentAssign,2600,2900,2900,right,2100
536,checkLess,2600,2900,2900,left,2100
537,goLeft,2600,null,2900,left,2100
538,whileLoop,2600,null,2900,left,2100
539,attachCheck,2600,null,2900,left,2100
540,attachLeft,2600,null,2900,left,2100
541,returnRoot,2600,null,2900,left,2100
542,mainLoop,2400,null,null,—,2100
543,callInsert,2400,null,null,—,2100
544,createNode,2400,null,null,—,2100
545,checkEmpty,2400,null,null,—,2100
546,setCurrent,2400,2100,null,—,2100
547,setParent,2400,2100,null,—,2100
548,whileLoop,2400,2100,null,—,2100
549,parentAssign,2400,2100,2100,—,2100
550,checkLess,2400,2100,2100,right,2100
551,goRight,2400,2900,2100,right,2100
552,whileLoop,2400,2900,2100,right,2100
553,parentAssign,2400,2900,2900,right,2100
554,checkLess,2400,2900,2900,left,2100
555,goLeft,2400,2600,2900,left,2100
556,whileLoop,2400,2600,2900,left,2100
557,parentAssign,2400,2600,2600,left,2100
558,checkLess,2400,2600,2600,left,2100
559,goLeft,2400,null,2600,left,2100
560,whileLoop,2400,null,2600,left,2100
561,attachCheck,2400,null,2600,left,2100
562,attachLeft,2400,null,2600,left,2100
563,returnRoot,2400,null,2600,left,2100
564,mainLoop,2300,null,null,—,2100
565,callInsert,2300,null,null,—,2100
566,createNode,2300,null,null,—,2100
567,checkEmpty,2300,null,null,—,2100
568,setCurrent,2300,2100,null,—,2100
569,setParent,2300,2100,null,—,2100
570,whileLoop,2300,2100,null,—,2100
571,parentAssign,2300,2100,2100,—,2100
572,checkLess,2300,2100,2100,right,2100
573,goRight,2300,2900,2100,right,2100
574,whileLoop,2300,2900,2100,right,2100
575,parentAssign,2300,2900,2900,right,2100
576,checkLess,2300,2900,2900,left,2100
577,goLeft,2300,2600,2900,left,2100
578,whileLoop,2300,2600,2900,left,2100
579,parentAssign,2300,2600,2600,left,2100
580,checkLess,2300,2600,2600,left,2100
581,goLeft,2300,2400,2600,left,2100
582,whileLoop,2300,2400,2600,left,2100
583,parentAssign,2300,2400,2400,left,2100
584,checkLess,2300,2400,2400,left,2100
585,goLeft,2300,null,2400,left,2100
586,whileLoop,2300,null,2400,left,2100
587,attachCheck,2300,null,2400,left,2100
588,attachLeft,2300,null,2400,left,2100
589,returnRoot,2300,null,2400,left,2100
590,mainLoop,2200,null,null,—,2100
591,callInsert,2200,null,null,—,2100
592,createNode,2200,null,null,—,2100
593,checkEmpty,2200,null,null,—,2100
594,setCurrent,2200,2100,null,—,2100
595,setParent,2200,2100,null,—,2100
596,whileLoop,2200,2100,null,—,2100
597,parentAssign,2200,2100,2100,—,2100
598,checkLess,2200,2100,2100,right,2100
599,goRight,2200,2900,2100,right,2100
600,whileLoop,2200,2900,2100,right,2100
601,parentAssign,2200,2900,2900,right,2100
602,checkLess,2200,2900,2900,left,2100
603,goLeft,2200,2600,2900,left,2100
604,whileLoop,2200,2600,2900,left,2100
605,parentAssign,2200,2600,2600,left,2100
606,checkLess,2200,2600,2600,left,2100
607,goLeft,2200,2400,2600,left,2100
608,whileLoop,2200,2400,2600,left,2100
609,parentAssign,2200,2400,2400,left,2100
610,checkLess,2200,2400,2400,left,2100
611,goLeft,2200,2300,2400,left,2100
612,whileLoop,2200,2300,2400,left,2100
613,parentAssign,2200,2300,2300,left,2100
614,checkLess,2200,2300,2300,left,2100
615,goLeft,2200,null,2300,left,2100
616,whileLoop,2200,null,2300,left,2100
617,attachCheck,2200,null,2300,left,2100
618,attachLeft,2200,null,2300,left,2100
619,returnRoot,2200,null,2300,left,2100
620,mainLoop,2500,null,null,—,2100
621,callInsert,2500,null,null,—,2100
622,createNode,2500,null,null,—,2100
623,checkEmpty,2500,null,null,—,2100
624,setCurrent,2500,2100,null,—,2100
625,setParent,2500,2100,null,—,2100
626,whileLoop,2500,2100,null,—,2100
627,parentAssign,2500,2100,2100,—,2100
628,checkLess,2500,2100,2100,right,2100
629,goRight,2500,2900,2100,right,2100
630,whileLoop,2500,2900,2100,right,2100
631,parentAssign,2500,2900,2900,right,2100
632,checkLess,2500,2900,2900,left,2100
633,goLeft,2500,2600,2900,left,2100
634,whileLoop,2500,2600,2900,left,2100
635,parentAssign,2500,2600,2600,left,2100
636,checkLess,2500,2600,2600,left,2100
637,goLeft,2500,2400,2600,left,2100
638,whileLoop,2500,2400,2600,left,2100
639,parentAssign,2500,2400,2400,left,2100
640,checkLess,2500,2400,2400,right,2100
641,goRight,2500,null,2400,right,2100
642,whileLoop,2500,null,2400,right,2100
643,attachCheck,2500,null,2400,right,2100
644,attachRight,2500,null,2400,right,2100
645,returnRoot,2500,null,2400,right,2100
646,mainLoop,2800,null,null,—,2100
647,callInsert,2800,null,null,—,2100
648,createNode,2800,null,null,—,2100
649,checkEmpty,2800,null,null,—,2100
650,setCurrent,2800,2100,null,—,2100
651,setParent,2800,2100,null,—,2100
652,whileLoop,2800,2100,null,—,2100
653,parentAssign,2800,2100,2100,—,2100
654,checkLess,2800,2100,2100,right,2100
655,goRight,2800,2900,2100,right,2100
656,whileLoop,2800,2900,2100,right,2100
657,parentAssign,2800,2900,2900,right,2100
658,checkLess,2800,2900,2900,left,2100
659,goLeft,2800,2600,2900,left,2100
660,whileLoop,2800,2600,2900,left,2100
661,parentAssign,2800,2600,2600,left,2100
662,checkLess,2800,2600,2600,right,2100
663,goRight,2800,null,2600,right,2100
664,whileLoop,2800,null,2600,right,2100
665,attachCheck,2800,null,2600,right,2100
666,attachRight,2800,null,2600,right,2100
667,returnRoot,2800,null,2600,right,2100
668,mainLoop,2700,null,null,—,2100
669,callInsert,2700,null,null,—,2100
670,createNode,2700,null,null,—,2100
671,checkEmpty,2700,null,null,—,2100
672,setCurrent,2700,2100,null,—,2100
673,setParent,2700,2100,null,—,2100
674,whileLoop,2700,2100,null,—,2100
675,parentAssign,2700,2100,2100,—,2100
676,checkLess,2700,2100,2100,right,2100
677,goRight,2700,2900,2100,right,2100
678,whileLoop,2700,2900,2100,right,2100
679,parentAssign,2700,2900,2900,right,2100
680,checkLess,2700,2900,2900,left,2100
681,goLeft,2700,2600,2900,left,2100
682,whileLoop,2700,2600,2900,left,2100
683,parentAssign,2700,2600,2600,left,2100
