Step,StepId,Array,Key,n,key,i,result
25,checkEqual,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,7,
26,incI,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,8,
27,whileLoop,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,8,
28,checkEqual,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,8,
29,incI,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,9,
30,whileLoop,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,9,
31,checkEqual,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,9,
32,incI,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,10,
33,whileLoop,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,10,
34,checkEqual,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,10,
35,incI,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,11,
36,whileLoop,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,11,
37,checkEqual,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,11,
38,incI,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,12,
39,whileLoop,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,12,
40,checkEqual,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,12,
41,incI,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,13,
42,whileLoop,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,13,
43,checkEqual,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,13,
44,incI,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,14,
45,whileLoop,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,14,
46,checkEqual,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,14,
47,incI,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,15,
48,whileLoop,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,15,
49,checkEqual,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,15,
50,incI,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,16,
51,whileLoop,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,16,
52,returnMiss,"[150, 140, 120, 80, 40, 30, 20, 90, 100, 160, 60, 50, 70, 110, 130, 10]",161,16,161,16,NOT_FOUND
